,Unnamed: 0,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of Contract,Product Category,Fiscal Year,Is Multi Currency Allowed For BOQ,Two Stage Tender (Y/N),Independent External Monitor,Published Date,PreBid Meeting Date,Tender Validity in Days,NDA Tender (Y/N),Preferential Bidding allowed,Payment Mode,Bid Opening Date,Organisation Chain,Department,location,Pincode,No of Bids Received,Date of Award Contract,Awarded Price (In Rs),Bidder Name,Value Of Tender (In Rs),Tender Stage,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead,tender_district_externalReference,tender_district_title_description,tender_district_location,BTC_flag,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,tender_revenueci
1597,10125,2018_BTC_8219_1,ACE101/TECH/BTC/BADP/11-12/113,TN_156_i,TN_156_i Construction of RCC drain including culvert at Jharbari Bazar under BADP(SCA) for the year 2017-18,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,14-08-2018 16:00,,180,No,No,Offline,28-08-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,30-09-2019 00:00,2969595.21,Dwmwilu Brahma,2969618,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 1, 'drain': 1, 'rcc': 1}",,,KOKRAJHAR,True,KOKRAJHAR,"'Jharbari', 'JHARBARI'",DOTMA,Dotoma,Dotoma
1598,10126,2018_BTC_8219_2,ACE101/TECH/BTC/BADP/11-12/113,TN_156_ii,TN_156_ii Construction of RCC Box culvert 1 (one) No. at village Lalpur Pathorbari road under BADP(SCA) for the year 2017-18,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,14-08-2018 16:00,,180,No,No,Offline,28-08-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,29-09-2019 00:00,2999947.96,Anindra Basumatary,2999969,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 1, 'box': 1, 'rcc': 1, 'road': 1}",,,KOKRAJHAR,True,KOKRAJHAR,,,,
1599,10128,2018_BTC_8219_4,ACE101/TECH/BTC/BADP/11-12/113,TN_156_iv,TN_156_iv Construction of road from No. 1 Samo Dwisa village road to No. 2 Samo Dwisa including 4 Nos RCC box Culvert under BADP (SCA) for the year 2017-18,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,14-08-2018 16:00,,180,No,No,Offline,28-08-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,29-09-2019 00:00,5932149.05,Surajit Brahma,5939828,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 1, 'box': 1, 'rcc': 1, 'road': 2}",,,KOKRAJHAR,True,KOKRAJHAR,,,,
1601,10194,2018_BoTC_8267_1,TN-307/3,Construction of RCC slab type Culvert near Batabari Beat Office on the Doomni Tekelibhanga Road_2 Cell RCC Box Cell Culvert including Protection Work.,Construction of RCC slab type Culvert near Batabari Beat Office on the Doomni Tekelibhanga Road_2 Cell RCC Box Cell Culvert including Protection Work.,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,18-08-2018 17:00,,180,No,No,Offline,01-09-2018 11:00,Bodoland Territorial Council||PWD-BTC,Bodoland Territorial Council,Kokrajhar,783370,3.0,24-09-2018 00:00,2378876,Rameswar Daimary,2378876,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 4, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'protection': 2, 'culvert': 4, 'box': 2, 'rcc': 4, 'road': 2}",,,KOKRAJHAR,True,KOKRAJHAR,"'BATABARI', 'Batabari'",Dotma,Dotoma,Dotoma
1603,10242,2018_BTC_8289_1,ACE41/TECH/FASFC/KOK/18-19/27,TN_170_01,TN_170_01 Construction of CC Dhalai with 6 Nos. RCC Culvert at Thaisoguri village road from Laokhriguri L.P. to Thaisoguri Forest under 5th Assam State Finance Commission for the year 2017-18. (Providing CC Dhalai from Ch.0.00m to Ch.1955.00m).,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,23-08-2018 10:30,,180,No,No,Offline,13-09-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,3.0,27-09-2019 00:00,17218620,Sri Mahadev Brahma,17218620,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 1, 'rcc': 1, 'road': 1}",,,KOKRAJHAR,True,KOKRAJHAR,,,,
1609,10288,2018_BTC_8324_1,ACE38/TECH/KOK(R/IFB/16-17/364,TN_174_01,TN_174_01 Construction of Interlocking Concrete Block Pavement from including 4 Nos. Box culvert from Tipkai road to DK road under BTC for the year 2016-17.,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,27-08-2018 10:30,,180,No,No,Offline,06-09-2018 14:15,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,,,,9778751,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 1, 'box': 1, 'road': 2}",,,KOKRAJHAR,True,KOKRAJHAR,'Tipkai',Kokrajhar,Bagribari (Pt),Bagribari (Pt)
1712,10722,2018_BoTC_8689_1,TN-216/1,"Construction of Rural link road between Pulsiguri BOP (SSB) to Kahibari (Cross drainage work box type culvert, 2.00m span 2 Nos. Rs. 117.00 lakh, Phase II for Rs. 50.00 Lakh","Construction of Rural link road between Pulsiguri BOP (SSB) to Kahibari (Cross drainage work box type culvert, 2.00m span 2 Nos. Rs. 117.00 lakh, Phase II for Rs. 50.00 Lakh",Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,21-09-2018 15:00,,180,No,No,Offline,05-10-2018 11:00,Bodoland Territorial Council||PWD-BTC,Bodoland Territorial Council,Kokrajhar,783370,3.0,29-12-2018 00:00,4405245,MAHESWAR WARY,4405245,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 2, 'drainage': 2, 'box': 2, 'road': 2}",,,KOKRAJHAR,True,KOKRAJHAR,,,,
1716,10747,2018_BTC_8703_1,ACE45/PWD/BTC/OTSG/18-19/56,TN_197_01,TN_197_01 Constn. of Road with the provision of BM and SDBC from Kutabagra to Modati via Debitola Bazar with 2 Nos. of Bridges and No.1 Box culvert in Kokrajhar Dist. under One Time Special Grant 2018-19.,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,24-09-2018 10:30,,180,No,No,Offline,10-10-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,28-09-2019 00:00,118940446.8,JACK and JILL CONSTRUCTION,118952193,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'constn': 1, 'culvert': 1, 'box': 1, 'road': 1, 'bridges': 1}",,KOKRAJHAR,KOKRAJHAR,True,KOKRAJHAR,"'Debitola', 'Modati'",Kokrajhar,Kokrajhar,Kokrajhar (Pt)
1718,10751,2018_BoTC_8713_1,TN-309/1,Construction of road from Sidabari to Amteka Bazar road with 2 Nos RCC Box Culvert.,Construction of road from Sidabari to Amteka Bazar road with 2 Nos RCC Box Culvert.,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,24-09-2018 12:00,,180,No,No,Offline,01-10-2018 11:00,Bodoland Territorial Council||PWD-BTC,Bodoland Territorial Council,Kokrajhar,783370,3.0,,,,2803310,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 2, 'box': 2, 'rcc': 2, 'road': 4}",,,KOKRAJHAR,True,KOKRAJHAR,,,,
1719,10761,2018_BTC_8721_1,ACE38/TECH/KOK(R/IFB/16-17/370,TN_No_181,"TN_No_181 Construction of Road from Shahapur village to PMGSY connection road, Gaurangtary near Ash Dyke under CSR-CD through PWD on deposit work basis",Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,24-09-2018 18:55,,180,No,No,Offline,09-10-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,30-09-2019 00:00,6997778.2,JAGAT BRAHMA,6997787,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 1, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'dyke': 1, 'road': 2}",,,KOKRAJHAR,True,KOKRAJHAR,,,,
1722,10832,2018_BTC_8735_3,ACE-05/CHN/IFB/2018-19/85,TN_199_3,"TN_199_3 Construction of RCC Box Culvert (5.00m x 5.00m, 2 Cell) on Pashlabari Ballamguri road at Deotary village under AOP in BTAD for 2016-17.",Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,26-09-2018 17:00,,180,No,No,Offline,12-10-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,25-09-2019 00:00,5999630,ABBAS ALI,5999651,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 1, 'box': 1, 'rcc': 1, 'road': 1}",,,KOKRAJHAR,True,KOKRAJHAR,'Ballamguri',Kachugaon,Gossaigaon (Pt),Gossaigaon (Pt)
1759,11027,2018_BTC_8880_1,ACE36/MSLPR(RB)/BADP/16-17/3,TN_206_1,"TN_206_1 Construction of MT and BT rural road from Labdanguri ( Pakriguri ) village to Nathpara ( Cross drainage work , Box type culvert , 2.00 m span 2 Nos) 1.4 Km , Phase-II out of Rs 86.00 Lakhs",Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,05-10-2018 13:00,,180,No,No,Offline,23-10-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,30-09-2019 00:00,4556253.67,Samarendra Basumatary,4017500,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,"{'culvert': 1, 'drainage': 1, 'box': 1, 'road': 1}",,,KOKRAJHAR,True,KOKRAJHAR,"'PAKRIGURI', 'Pakriguri'",KUMARGRAM,Kumargram,Gossaigaon (Pt)
1760,11029,2018_BTC_8880_3,ACE36/MSLPR(RB)/BADP/16-17/3,TN_206_3,TN_206_3 Construction of 1 No RCC Slab culvert at Madlijhara river on the Road from Barengabari Sutradharpara to Rahagaon village ( Earthwork and CC Block Pavement),Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,05-10-2018 13:00,,180,No,No,Offline,23-10-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,30-09-2019 00:00,5497863.68,DAREN CH GOYARY,4845719,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,"{'culvert': 1, 'rcc': 1, 'road': 1}",,,KOKRAJHAR,True,KOKRAJHAR,,,,
1762,11092,2018_BoTC_8882_1,TN-112/2,"Improvement of road from SDO Civil Office (Parbatjhara) to Dolongjhara by providing E_W in embankment, SG, GSB and RCC Box culvert under BTC for the year 2016-17. (Ch.0.00m to 910.00m)","Improvement of road from SDO Civil Office (Parbatjhara) to Dolongjhara by providing E_W in embankment, SG, GSB and RCC Box culvert under BTC for the year 2016-17. (Ch.0.00m to 910.00m)",Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,06-10-2018 15:00,,180,No,No,Offline,26-10-2018 15:30,Bodoland Territorial Council||PWD-BTC,Bodoland Territorial Council,Kokrajhar,783370,0.0,,,,8433677,To be Opened,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'embankment': 2, 'culvert': 2, 'box': 2, 'rcc': 2, 'road': 2}",,,KOKRAJHAR,True,KOKRAJHAR,,,,
1767,11181,2018_BoTC_8951_1,TN-311/3,Construction of CC Road from Kahibari Urangpara Culvert Manas National park connecting Road Kahibari,Construction of CC Road from Kahibari Urangpara Culvert Manas National park connecting Road Kahibari,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,11-10-2018 14:00,,180,No,No,Offline,25-10-2018 11:00,Bodoland Territorial Council||PWD-BTC,Bodoland Territorial Council,Kokrajhar,783370,3.0,29-12-2018 00:00,5726816,Biken Boro,5726816,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'culvert': 2, 'road': 4}",,,KOKRAJHAR,True,KOKRAJHAR,,,,
1786,11426,2018_BTC_9130_2,ACE41/TECH/FASFC/KOK/18-19/34,TN_97_12,"TN_97_12 Construction of CC Block with 1 No. RCC Box culvert at Mokrapara, J.D. PWD Road to Sibo Mandir via Paddy field of Mokrapara village under Bhatipara VCDC, Kokrajhar Development Block, Kokrajhar under 5th Assam State Finance Commission for",Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,26-10-2018 10:30,,180,No,No,Offline,13-11-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,27-09-2019 00:00,7142514,Smt. Himadri Hira Roy,6672808,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'culvert': 1, 'box': 1, 'rcc': 1, 'road': 1}",,KOKRAJHAR,KOKRAJHAR,True,KOKRAJHAR,"'Bhatipara', 'MOKRAPARA', 'Mokrapara'",Kokrajhar,Kokrajhar,Kokrajhar (Pt)
1787,11486,2018_BTC_9144_1,ACE45/PWD/BTC/OTSG/18-19/91,TN_209_01,"TN_209_01 Construction of protection works including beautification of Gawrang Park including Gaurang Bridge for the erosion of Gawrang River at Chandamari BTC, Kokrajhar under One Time Special Grant 2018-19",Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,29-10-2018 10:00,,180,No,No,Offline,16-11-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,3.0,26-09-2019 00:00,196762096,Sudhang Kumar Brahma,196762430,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 1, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'protection': 1, 'erosion': 1, 'bridge': 1}",,KOKRAJHAR,KOKRAJHAR,True,KOKRAJHAR,"'CHANDAMARI', 'Chandamari'",Kokrajhar,Kokrajhar,Kokrajhar (Pt)
1788,11511,2018_BTC_9176_1,ACE101/TECH/BTC/BADP/11-12/127,TN_225_i,TN_225_i Construction of road including RCC Box culvert at Charaideka near paddy field under BADP for the year 2018-19,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,30-10-2018 09:00,,180,No,No,Offline,12-11-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,29-09-2019 00:00,2356399,PRASSANNA NARZARY,2202244,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'culvert': 1, 'box': 1, 'rcc': 1, 'road': 1}",,,KOKRAJHAR,True,KOKRAJHAR,,,,
1789,11514,2018_BTC_9176_4,ACE101/TECH/BTC/BADP/11-12/127,TN_225_iv,TN_225_iv Construction of road with 1 No. RCC 1 Cell culvert at Labanyapur village under BADP for the year 2018-19,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,30-10-2018 09:00,,180,No,No,Offline,12-11-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,29-09-2019 00:00,7498007.25,MS PUJA ENTERPRISE,6607716,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'culvert': 1, 'rcc': 1, 'road': 1}",,,KOKRAJHAR,True,KOKRAJHAR,,,,
1790,11516,2018_BTC_9176_6,ACE101/TECH/BTC/BADP/11-12/127,TN_225_vi,TN_225_vi Construction of RRC Box Culvert 2x2 cell at Ultapani on Hatisar road under BADP for the year 2018-19,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,30-10-2018 09:00,,180,No,No,Offline,12-11-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,29-09-2019 00:00,7998002.89,MS PUJA ENTERPRISE,7048116,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'culvert': 1, 'box': 1, 'road': 1}",,,KOKRAJHAR,True,KOKRAJHAR,,,,
